7bb47452d9c2e1846a8aafee92d73c4c,批,pi,10.28,10.46
94886ea72a0fd79e56f76c23bfa1e5a1,的,de,2.96,3.20
94886ea72a0fd79e56f76c23bfa1e5a1,的,de,11.86,12.02
3cd15ec698d50e7003cc6cd120bba967,的,de,1.10,1.16
3cd15ec698d50e7003cc6cd120bba967,的,de,8.80,8.90
3cd15ec698d50e7003cc6cd120bba967,的,de,10.28,10.40
f6e1fa35a9ae093b72993b9e19037d62,的,de,4.09,4.19
3c3cdff5e5c983f95e5c1e66eebd3dab,的,de,4.69,4.78
b48fb381a7546f3db4302daa7731a02a,的,de,3.12,3.47
b48fb381a7546f3db4302daa7731a02a,的,de,4.44,4.52
000929523f43ef3bcf516c1639b188be,的,de,6.32,6.42
000929523f43ef3bcf516c1639b188be,的,de,12.22,12.32
eeb0368bf8d44e923097396ccbcf5849,的,de,2.08,2.16
d428c2414bf46414ba8454e424c32e05,的,de,1.54,1.64
e346837732e62bfdedc8c80d41186df4,的,de,3.82,3.90
e346837732e62bfdedc8c80d41186df4,的,de,5.62,5.72
e346837732e62bfdedc8c80d41186df4,的,de,7.22,7.28
e346837732e62bfdedc8c80d41186df4,的,de,15.01,15.08
872a03a35e815263bf6b0f12b1ba97a5,的,de,1.74,1.90
0b98b360442964d2827cf3f4e7068243,的,de,1.74,1.90
634eb2ca399625fe17999d67efb3535b,的,de,1.10,1.26
3d6c98a50657b790914c0e9404e3538e,的,de,3.96,4.12
a3d825cd4a2c8d4d4d948ffea8bc9932,的,de,2.70,2.83
05f11b004bfa4bbdcdf3d335009d641e,的,de,1.30,1.38
05f11b004bfa4bbdcdf3d335009d641e,的,de,2.80,3.33
05f11b004bfa4bbdcdf3d335009d641e,的,de,8.10,8.24
05f11b004bfa4bbdcdf3d335009d641e,的,de,13.16,13.30
05f11b004bfa4bbdcdf3d335009d641e,的,de,19.26,19.34
1bbbda9d4046bd417015eb7d5f2983ee,的,de,4.01,4.09
83e943d517c6a5c923b299dd31cde125,的,de,10.94,11.04
a115b0a72944c10cfd04f525725fcb6b,的,de,5.88,6.00
a115b0a72944c10cfd04f525725fcb6b,的,de,13.72,13.94
6ce80899cf332884301f090a21fc5dea,的,de,1.35,1.45
6ce80899cf332884301f090a21fc5dea,的,de,3.65,4.26
f7d9f0bd78971979068b3bf3c6aee458,的,de,4.01,4.09
5a7d4f23df1eea82520ecac7392d2001,的,de,4.56,4.64
db0470ba488c0bdfd8901c32b6eb196b,的,de,2.50,2.78
db0470ba488c0bdfd8901c32b6eb196b,的,de,4.70,4.78
250743bb70cfe017befacfaef488dba3,的,de,2.16,2.30
250743bb70cfe017befacfaef488dba3,的,de,3.10,3.18
46e45242d016a32e8c2f23248c0d3c79,的,de,2.29,2.35
a599852bbade42dcca2bb1280c5fbf6c,的,de,9.61,9.71
fcfd35a9377cd52f88ca1efef4bc1246,的,de,11.30,11.44
efb75ad0f357652ee624dc36e09f57bc,的,de,4.88,5.02
efb75ad0f357652ee624dc36e09f57bc,的,de,10.96,11.12
efb75ad0f357652ee624dc36e09f57bc,的,de,27.95,28.03
efb75ad0f357652ee624dc36e09f57bc,的,de,29.39,29.49
deada4b7b3cec3bae3046cea89e5f69e,的,de,8.65,8.75
deada4b7b3cec3bae3046cea89e5f69e,的,de,12.69,12.87
cde4973dfa76b3bf6078f9ac4b1cd97f,的,de,5.97,6.11
cde4973dfa76b3bf6078f9ac4b1cd97f,的,de,11.82,12.00
cde4973dfa76b3bf6078f9ac4b1cd97f,的,de,15.66,15.76
b87c938672b12a0119249dae5f434088,的,de,5.10,5.26
7c2f801f3ba144858641f04fddcb8636,比,bi,1.08,1.18
773a92ffdfd8a023a824bf006f35414e,比,bi,4.18,4.40
1ab3c168932d364789818382ce2a9e9b,比,bi,0.98,1.18
bfb944608b6f82730db0025b1b9276ed,比,bi,3.05,3.46
e8f9b6ec858852e52aee5c99e5951a79,比,bi,0.97,1.30
190cc6419427439fdad41a8d0b7d20ca,比,bi,4.88,5.39
55a72a084887622760496c2f60197565,新闻,xin wen,1.49,2.00
42709a59805e9bec4d11871de2649cbd,新闻,xin wen,16.04,16.27
9a1a4a415cc220a21027c549e1a83ef7,电视,dian shi,1.56,1.84
8bb2a88ba3f4c88c365833fc2093a60f,需要,xu yao,0.57,1.04
e58e968e6a8e2e8b185f734ded0cc3ff,需要,xu yao,5.43,5.93
2531761ee37125accd742683a9ce0fdc,需要,xu yao,2.67,3.02
8227c87c9668f2be16a1204a40103690,需要,xu yao,5.20,5.63
8227c87c9668f2be16a1204a40103690,需要,xu yao,6.29,6.61
86ab5b4c4a2d39ae14cf79bdf4ce3585,需要,xu yao,3.69,4.29
e8e748c09e6e60abce6554f6b4b1fe0c,需要,xu yao,5.80,6.04
8013c0cb175a15d630b4fb607a345dc3,需要,xu yao,6.67,7.43
df416916511a16799c5709c33c27921b,需要,xu yao,0.37,0.77
56879e346820ffc0d865dec8606f05ea,需要,xu yao,4.27,4.77
56879e346820ffc0d865dec8606f05ea,需要,xu yao,6.18,6.62
aac2a45e5070623f6ab328309ec44933,需要,xu yao,3.40,3.64
a04bba842d8347baea683c3fb1b870df,需要,xu yao,0.44,0.82
c2753dee90c134e3740fd09ebe5acacc,集团,ji tuan,10.43,10.85
80d41bf061b55cdbd477e75faebe46e4,说,shuo,0.52,0.90
1fedc42da25c27f5533d5e66857ac02b,说,shuo,6.68,6.86
23e299daec0071f970374a23d0ff39d9,说,shuo,9.18,9.40
d00c5000bec14f9a20f778204d2c7b8e,说,shuo,2.02,2.32
bbc35fdbd2517bc278a6763890687b84,说,shuo,14.61,14.83
57e238eb63a7c8789956c5c637cd3693,说,shuo,3.14,3.60
57e238eb63a7c8789956c5c637cd3693,说,shuo,4.14,4.32
57e238eb63a7c8789956c5c637cd3693,说,shuo,8.56,8.87
57e238eb63a7c8789956c5c637cd3693,说,shuo,13.37,13.55
aaaef146f51efc2110dd6b25c712274c,说,shuo,3.22,3.35
96fc9aed40395c90412706de3db78078,说,shuo,1.34,1.78
1a21a5d2cfb7fdb783b0b723a537157c,说,shuo,1.78,1.96
987206a39e9ac804d3ae09d4fc82dc3b,说,shuo,4.32,4.41
0d63a0eb68619b58cdd7eaf08eaf4a2d,说,shuo,5.33,6.11
bd310efb077cf2cf9d06d86409deb7fc,说,shuo,0.96,1.32
1e09513b0a16f9278960e0f00f3de601,说,shuo,0.91,1.18
d9eaf2d25a6057a58d049183c8084a6f,说,shuo,1.87,2.13
51348891f3f2539b7dfff6a9f0261444,说,shuo,4.88,5.00
94886ea72a0fd79e56f76c23bfa1e5a1,说,shuo,1.88,2.00
3c3cdff5e5c983f95e5c1e66eebd3dab,说,shuo,0.56,0.84
a03a78aee9d1e82345599311b692ff8e,请,qing,0.92,1.22
6e2c82a6cd46f1d691c03c4255e17006,感受,gan shou,2.09,2.60
099fecf666bf5ca4ce196bcc3e20e0a4,面对,mian dui,8.34,8.72
15b99a787470287a076340140774307e,远,yuan,1.39,1.71
f1e8457c13bee2f92cfa5b78463d3b73,远,yuan,3.01,3.38
f63f6835dc1d953c6906f49df457ac1b,远,yuan,0.93,1.30
12b01cbda3530baf0d86950e3487f156,为,wei,12.92,13.08
9249b55775e074a6e2ec686857e18a69,为,wei,6.24,6.36
bc6f64d6721525fba3aca5af6dc212a3,为,wei,9.86,10.11
3043203dad0fa837da96e245391ad658,为,wei,1.56,1.78
29ed0c8169fec681cfb7ba6acd5c1597,为,wei,9.62,9.76
2a965b3c3713a00bfe3b034e10ed338d,为,wei,7.41,7.72
02f557a0e6fda5a57b642d7f3e03b272,为,wei,5.55,5.84
0d63a0eb68619b58cdd7eaf08eaf4a2d,为,wei,1.52,1.72
f1e8457c13bee2f92cfa5b78463d3b73,为,wei,0.30,0.58
795feb3c51e824684ccc02348da5fe0d,为,wei,0.10,0.20
70895d61627f41b7e6171f1eb20fb640,为,wei,1.86,2.08
5487af59be91c10dff6aa6a8a5863061,有所,you suo,14.26,14.54
70895d61627f41b7e6171f1eb20fb640,良好,liang hao,9.75,10.03
2576c1fe2c38681d12a97305bda92d13,呀,ya,8.20,8.32
4005187f8c7fec0747f90a6f77abc837,呀,ya,2.34,2.54
e914f60fc7902f295f8708a00ffab144,呀,ya,2.76,2.94
785129585d1c362144ce6b4da93405a0,呀,ya,1.68,2.02
3c3d5c20f9f5a1346ffebcab3a96551c,嘛,ma,0.56,0.90
18d6e2b9b7f260ed683b9ce5575505ad,嘛,ma,3.78,3.94
a02e2437ecc4252ff4553e2cbf878fe0,嘛,ma,1.48,1.82
270101383bd1f29b139a8adf8387043d,嘛,ma,10.28,10.44
783c04aa93456b89e12db954d964df05,嘛,ma,6.05,6.21
af954f48816fc7cd9b1cbf17b952a9fe,嘛,ma,0.88,1.14
efd3a9d5c6d8f5be445de5ece01b0782,嘛,ma,0.36,0.63
a03a78aee9d1e82345599311b692ff8e,嘛,ma,2.52,3.20
e8f9b6ec858852e52aee5c99e5951a79,四,si,4.20,4.36
cd875aa9cae94967fca5e4cc91b8c764,四,si,2.84,2.98
cd875aa9cae94967fca5e4cc91b8c764,四,si,5.56,5.72
5c9ca8c01ca81b4c06dd58cdcf1dfec3,四,si,4.86,5.10
f60d1955a40c843d3c95234108b8fa5a,四,si,5.66,5.88
78de78c1f33e49cd45cc50febb96a007,四,si,4.97,5.17
1c2df7df54c2da697def497a995eb3e9,四,si,1.56,1.68
4186649ef15d07af6bb741384984a089,探索,tan suo,6.17,6.67
7d70fb500aa7cc77cd3a32daaff851dc,了解,liao jie,0.64,0.94
1bc92e2aaaf8f599420d71046b003961,了解,liao jie,0.69,1.00
2d0040d530d64e3a5f41dec513bc407d,了解,liao jie,5.46,5.84
37822ba6c2a0ebf6f8a4c5a5769c97d9,责任,ze ren,13.45,13.81
5c9ca8c01ca81b4c06dd58cdcf1dfec3,责任,ze ren,2.84,3.56
29ed0c8169fec681cfb7ba6acd5c1597,责任,ze ren,12.14,12.65
12b01cbda3530baf0d86950e3487f156,以上,yi shang,0.90,1.20
155624f5ccdc6272c150bf583fd66ea0,以上,yi shang,13.86,14.12
0c9f21e39e6afc29394df2a2cef86e4c,以上,yi shang,2.74,3.21
0c9f21e39e6afc29394df2a2cef86e4c,以上,yi shang,7.20,7.72
0cb85ef8d996ba7e94a24f649f57bb3b,当地,dang di,7.91,8.46
0cb85ef8d996ba7e94a24f649f57bb3b,当地,dang di,14.30,14.82
1b371fa384837ee3912a9bb4ef93428a,事件,shi jian,10.59,10.95
42709a59805e9bec4d11871de2649cbd,事件,shi jian,10.00,10.49
b87c938672b12a0119249dae5f434088,事件,shi jian,0.36,0.78
0ed94c80b212fcd05a0a8f6c2c6a7ef5,方,fang,0.28,0.60
880672c29ebd9be969bd9112f89a7521,方,fang,5.24,5.44
1b371fa384837ee3912a9bb4ef93428a,方,fang,21.93,22.39
05707dc2456c884e40c85209386f002f,方,fang,8.38,8.52
7a1839e0818fbb71c4d1539b48b59495,方,fang,4.03,4.36
a599852bbade42dcca2bb1280c5fbf6c,方,fang,11.73,11.97
f6cb196bd9f63f1f0a7b7079ec47f916,原因,yuan yin,2.34,2.80
bfb944608b6f82730db0025b1b9276ed,产品,chan pin,2.27,2.88
bfb944608b6f82730db0025b1b9276ed,产品,chan pin,4.04,4.66
abccca0f8bce9bfffa5e0fd1e01742e5,产品,chan pin,9.76,10.20
8d1510081cb09a294a587ac123f1719f,产品,chan pin,2.58,2.94
fc6271a225679e058636278cdc04c28e,产品,chan pin,0.04,0.93
7a80c89ade130a6c125e054dd205d179,有,you,10.27,10.56
2a3d46ffac1016c5d9c7498d0fc1c85e,有,you,1.26,1.52
7903789a5b74134fa024b9fc87c73459,有,you,9.68,9.84
ed2daceff30f0854bca1f891fec4b184,有,you,3.55,3.73
0e1c9bb9564bb4c3b74e805666ffbecf,有,you,0.64,0.78
9249b55775e074a6e2ec686857e18a69,有,you,2.00,2.24
1b9c1fb384ca25fe5c4f4c1e7a5ce44e,有,you,3.06,3.24
e58e968e6a8e2e8b185f734ded0cc3ff,有,you,8.55,8.71
6a9241c2fe3b3e22f9d58d1d57c2fa83,有,you,2.05,2.15
396f4a661cbaf2ca6c89cb8ca182409d,有,you,3.12,3.26
4128f9e51260b4808810077c115d115e,有,you,1.94,2.06
17cb12b9364f52a78852be6b661c6a9f,有,you,1.86,1.95
8227c87c9668f2be16a1204a40103690,有,you,5.63,5.77
86ab5b4c4a2d39ae14cf79bdf4ce3585,有,you,2.76,2.98
2655f39d75f6fc99e06934d54d0b6187,有,you,1.82,2.06
d00c5000bec14f9a20f778204d2c7b8e,有,you,0.08,0.24
abccca0f8bce9bfffa5e0fd1e01742e5,有,you,5.68,5.84
293c4016c45981c785c61a88fbf93993,有,you,0.62,0.74
293c4016c45981c785c61a88fbf93993,有,you,6.17,6.42
f2fe3c21de7cd3fcedc7c3cf94feb11a,有,you,0.03,0.26
1bf84f767b9746e028f9efb2a959240c,有,you,0.72,0.88
1bf84f767b9746e028f9efb2a959240c,有,you,2.12,2.26
1bf84f767b9746e028f9efb2a959240c,有,you,3.08,3.24
5c9ca8c01ca81b4c06dd58cdcf1dfec3,有,you,1.66,1.82
5c9ca8c01ca81b4c06dd58cdcf1dfec3,有,you,2.20,2.34
5c9ca8c01ca81b4c06dd58cdcf1dfec3,有,you,2.70,2.84
0bc6a61179a1f67098a5bc6b0c406020,有,you,0.40,0.50
a8be36357862c95876b46efa7813bc91,有,you,0.64,0.76
c038725f9e8369eb5e7b39348bdce105,有,you,0.28,0.42
1e08ac46878ce85eb3614d7bba73396c,有,you,15.46,15.60
57e238eb63a7c8789956c5c637cd3693,有,you,9.50,9.58
7bb47452d9c2e1846a8aafee92d73c4c,有,you,8.18,8.30
8d1510081cb09a294a587ac123f1719f,有,you,3.90,4.10
8d1510081cb09a294a587ac123f1719f,有,you,4.80,4.90
8d1510081cb09a294a587ac123f1719f,有,you,5.46,5.54
16a0d6fcd2036543c98f98d5d2f81651,有,you,5.12,5.24
a66dc5075b6d4c05d36932a1355a3d38,有,you,4.04,4.16
2315b2cc70d5e9893f6414a2a4aa37c9,有,you,4.57,4.73
8013c0cb175a15d630b4fb607a345dc3,有,you,3.05,3.15
8013c0cb175a15d630b4fb607a345dc3,有,you,5.79,5.95
81eaaf89e2e5586e5bb4e00392cc81ad,有,you,3.43,3.66
6448b8762329a9bc6da7368621617afb,有,you,13.43,13.61
0359379487b060c7b4145d6d9032c54a,有,you,1.36,1.58
0359379487b060c7b4145d6d9032c54a,有,you,3.38,3.48
a20531c5b7c86ef661c446508227c7aa,有,you,0.34,0.50
0547872ba19e86c87b546d3761b2e8c9,有,you,1.33,1.57
155624f5ccdc6272c150bf583fd66ea0,有,you,18.38,18.50
df416916511a16799c5709c33c27921b,有,you,0.77,0.99
4005187f8c7fec0747f90a6f77abc837,有,you,7.24,7.36
190cc6419427439fdad41a8d0b7d20ca,有,you,1.78,2.00
e04d0e4e700fd76cc3b0052bae15433e,有,you,1.72,1.82
69c178d1a4d247cd034f9727bd202785,有,you,1.27,1.65
42709a59805e9bec4d11871de2649cbd,有,you,13.58,13.70
9a1a4a415cc220a21027c549e1a83ef7,有,you,8.77,9.04
0356b5194617287ddef5b2043157d24c,有,you,0.24,0.52
e914f60fc7902f295f8708a00ffab144,有,you,14.49,14.56
51c190ae77a8379b41639c417ca3084e,有,you,1.52,1.72
a1c2fdd2a2af56fa2acac5b8296ecdcd,有,you,5.32,5.44
a1c2fdd2a2af56fa2acac5b8296ecdcd,有,you,10.71,10.86
7a1839e0818fbb71c4d1539b48b59495,有,you,1.36,1.48
7a1839e0818fbb71c4d1539b48b59495,有,you,3.45,3.61
5e9eed6515b2a609191708c92fcf8dd0,有,you,4.62,4.76
9dae494e638d17e7662bc04ee8093d3f,有,you,1.46,1.68
94886ea72a0fd79e56f76c23bfa1e5a1,有,you,5.51,5.69
f531eeac302e91d7d8845bfa55b0b6cd,有,you,1.00,1.10
000929523f43ef3bcf516c1639b188be,有,you,1.44,1.60
5a7d4f23df1eea82520ecac7392d2001,有,you,0.14,0.28
c201c0efbfcc90df933f08a050b354f9,有,you,3.30,3.56
c201c0efbfcc90df933f08a050b354f9,有,you,6.03,6.15
f8f9af5e17a96bbd88252656ec8a65e5,类,lei,1.54,2.23
0c9f21e39e6afc29394df2a2cef86e4c,类,lei,2.58,2.74
000929523f43ef3bcf516c1639b188be,双方,shuang fang,0.19,1.07
396f4a661cbaf2ca6c89cb8ca182409d,后,hou,1.22,1.52
86ab5b4c4a2d39ae14cf79bdf4ce3585,形成,xing cheng,9.06,9.44
cb12abe1c49c24840d6df322b89094e4,形成,xing cheng,2.49,3.22
1bbbda9d4046bd417015eb7d5f2983ee,形成,xing cheng,3.49,3.87
61804bc84049d3331f55e38f51220b93,形成,xing cheng,1.66,2.04
c51ffc0a510e90e281f8a23854317e92,浙江,zhe jiang,6.44,6.90
7f14099a86f48a15dc165de9ae9983ef,浙江,zhe jiang,2.06,2.38
e346837732e62bfdedc8c80d41186df4,浙江,zhe jiang,2.27,2.64
b87c938672b12a0119249dae5f434088,峰会,feng hui,6.02,6.55
7a80c89ade130a6c125e054dd205d179,部分,bu fen,2.86,3.28
c3b492b03a8ad999d7bd24df8321897a,部分,bu fen,0.04,0.34
53286a0a7bb860a9685be99b35b576f7,部分,bu fen,0.28,0.54
e81ee346c34782c19e1384a470ff5f75,部分,bu fen,12.42,12.80
b45a4cc1876bc477a13a2a80886d208a,部分,bu fen,9.85,10.13
77e947472d75e6c5ec8358ebba2b90ef,部分,bu fen,3.96,4.36
1a82dbd4101077682cb723ca4621b44d,全部,quan bu,4.58,5.11
bb1f2079367595d6790d59cd14a903b9,全部,quan bu,4.40,4.71
5e01abe153b3698556643f65e173bb1a,全部,quan bu,10.10,10.66
7bb47452d9c2e1846a8aafee92d73c4c,报告,bao gao,6.94,7.46
cb5398cb8fc360a8b81eb8653133cf1f,加强,jia qiang,2.72,3.04
000929523f43ef3bcf516c1639b188be,加强,jia qiang,2.68,3.04
2531761ee37125accd742683a9ce0fdc,近,jin,0.84,1.06
23e299daec0071f970374a23d0ff39d9,或者,huo zhe,8.80,9.06
61804bc84049d3331f55e38f51220b93,或者,huo zhe,2.67,2.88
6d8e119ab96717cf9f484965080267c1,性,xing,2.42,2.76
b116c8fb8bb38b4408909e34c2ec236f,性,xing,17.54,17.70
1116fcb8d070f6d3dc0d220bb6de7638,性,xing,3.59,3.90
41c44a67d4e18269d09a139b174c0759,来,lai,1.02,1.78
4e1e8d32d6857c3c088a8f3be07163a8,来,lai,6.52,6.75
1a82dbd4101077682cb723ca4621b44d,来,lai,10.39,10.55
7603787f90396a3d385039efb142bd1d,来,lai,4.42,4.78
7fd5c473db171ab0192612002b1be206,来,lai,0.60,1.21
d00c5000bec14f9a20f778204d2c7b8e,来,lai,6.94,7.08
0b5dad4eea0c127c60844046e280d4fa,来,lai,0.74,0.88
53286a0a7bb860a9685be99b35b576f7,来,lai,0.80,0.90
66cf85f3977c5a2cd323ed3798e74faa,来,lai,1.18,1.36
1f03e32556a71757d5c559b55143194d,来,lai,0.98,1.33
c038725f9e8369eb5e7b39348bdce105,来,lai,4.30,4.44
14e0ca23844f5901eeb944c28fefed2c,来,lai,4.02,4.35
b3ccfc5089f9526ac548ab231feff3d9,来,lai,2.08,2.22
b3ccfc5089f9526ac548ab231feff3d9,来,lai,4.43,4.61
2608dda91ef8f1073f7f635feee45519,来,lai,7.86,8.00
cb0f0c5f563146770ca57e1f3a0b8576,来,lai,1.18,1.41
34356d20a439763617b59276f9cd6574,来,lai,2.42,2.66
eac0f1ed29ba7dc1fa1f6c411bde5195,来,lai,0.12,0.24
2a965b3c3713a00bfe3b034e10ed338d,来,lai,3.32,3.54
2a965b3c3713a00bfe3b034e10ed338d,来,lai,7.16,7.41
cdb8d6ef94392aa9fe474a4cfe7cec57,来,lai,6.60,6.74
213e6e207958d5aa22085304bb54a9d3,来,lai,1.26,1.38
4186649ef15d07af6bb741384984a089,来,lai,4.33,4.41
6cc1dcc3ce3bd9c736c2132e313c6c94,来,lai,3.92,4.51
3043568cd7025bccf7957cfb79c0351d,来,lai,2.80,2.90
9ac4568fe3fb3c54f7466b0845d3fccc,来,lai,14.18,14.30
9ba8f87067e2d212a60a7267cafa2fdd,来,lai,8.92,9.08
95f7baf5e3284e224d1dcd297e5f25b8,来,lai,1.10,1.32
6513f59c58f45865772bf4da545fa739,来,lai,0.68,0.92
cf514b56342e39ebc8a56b70820e9c47,来,lai,3.90,4.04
9dae494e638d17e7662bc04ee8093d3f,来,lai,0.64,0.80
ced150b2fda715054da454c58b079f5a,来,lai,3.16,3.30
05f11b004bfa4bbdcdf3d335009d641e,来,lai,5.33,5.68
250743bb70cfe017befacfaef488dba3,来,lai,4.32,4.48
b87c938672b12a0119249dae5f434088,来,lai,3.50,3.72
ab71953fe746dd6b67c88557bcfdf842,十七,shi qi,6.42,6.76
62e03564409fe77788aed068e311ac5c,十七,shi qi,7.94,8.36
5dbf34315dcb31822b229c4394663645,安全,an quan,3.91,4.19
821e8b8cc45c06b3ef72491e81afd438,安全,an quan,2.10,2.28
bc6f64d6721525fba3aca5af6dc212a3,安全,an quan,5.66,6.41
36a60cf002d33b0e710330c0ea0e049c,安全,an quan,3.68,4.00
b5398b5390dec09afe7b1b64adb89089,安全,an quan,13.10,13.39
1b371fa384837ee3912a9bb4ef93428a,安全,an quan,3.74,4.42
29b3a78dd94fa9efbd453f0103f45d86,安全,an quan,0.07,0.42
bf1d4c21e143f4e055f6e0d2e252d029,安全,an quan,12.79,13.50
1f6d1c449bad10b00d2f0ded035e1872,安全,an quan,0.60,0.94
cf514b56342e39ebc8a56b70820e9c47,安全,an quan,0.94,1.56
efb75ad0f357652ee624dc36e09f57bc,安全,an quan,29.49,29.83
f945ce1829b08bba8d2228fc9f547ddf,一次,yi ci,3.87,4.15
a4a175a146660606594552c7a36c5b03,一次,yi ci,0.22,0.40
18d6e2b9b7f260ed683b9ce5575505ad,一次,yi ci,3.54,3.78
eea4b87d5aa3bd055fa5c66706daf207,一次,yi ci,2.56,2.80
4b77d27271f0f1e1b468ccfdfd9306e5,一次,yi ci,2.07,2.47
55a72a084887622760496c2f60197565,一次,yi ci,3.58,3.84
6513f59c58f45865772bf4da545fa739,一次,yi ci,0.40,0.68
ced150b2fda715054da454c58b079f5a,一次,yi ci,1.66,1.86
6fa2edaa12fdb29a7f8bd3cbbc155f9c,一次,yi ci,5.18,5.61
a115b0a72944c10cfd04f525725fcb6b,一次,yi ci,9.78,10.02
481794a5f80a1f76a220305606c5c8f9,明天,ming tian,13.92,14.53
5487af59be91c10dff6aa6a8a5863061,明天,ming tian,7.94,8.44
fadb85bd740895e95b84e00d4e7b701f,明天,ming tian,1.05,1.30
e914f60fc7902f295f8708a00ffab144,明天,ming tian,1.22,1.50
1a82dbd4101077682cb723ca4621b44d,都是,dou shi,0.24,0.46
1a199eda7a44811422123a15a6068509,都是,dou shi,0.42,0.99
8cf51f3be31cb62b5d60bf8c64f39b04,都是,dou shi,5.34,5.73
c237e48fd8ddc6c1900de36f41f95214,都是,dou shi,0.10,0.52
c237e48fd8ddc6c1900de36f41f95214,都是,dou shi,0.52,0.84
14650ef8578bc708d74af9bf2dfb2e70,都是,dou shi,0.28,0.58
7a7bfae26e7572f4261ec6df2bbb2ec4,都是,dou shi,0.92,1.33
9db446e789431de0f4c7f9aaecdae207,都是,dou shi,4.10,4.58
a422fd3f5fb9794e8536ca8bdaccfe61,都是,dou shi,2.60,3.23
0c1e9843106dea6cd9a349cacec1c9b9,都是,dou shi,2.56,3.22
acad87ed8cd0163b8d5a412b8b0e2a71,莹,ying,0.15,0.38
6c5f5cdc798c5ea2f8cb9a317e518280,莹,ying,8.21,8.59
ee2821017b4f8fcd81b350783ee7c737,莹,ying,0.66,0.89
ee2821017b4f8fcd81b350783ee7c737,莹,ying,1.24,1.38
1396cfe4d4849182b83eaaff3c4207e8,比较,bi jiao,6.08,6.40
c6d724cad0a128a45cf8dcd3efa17b5d,比较,bi jiao,8.61,8.95
acad87ed8cd0163b8d5a412b8b0e2a71,比较,bi jiao,4.05,4.32
71d01752981ac8f6c3c1b605ff72be3c,比较,bi jiao,1.39,1.72
6689f166fec68e394fbcd72ee7524dde,比较,bi jiao,1.24,1.50
d57b02edbca31ee6e7ea8e73eb590623,比较,bi jiao,3.63,3.97
ab9d0d3927685afb84d94acf1db0df29,比较,bi jiao,4.69,4.94
3a918de127530bc1e83c8828abdc65b5,比较,bi jiao,2.11,2.37
6ce80899cf332884301f090a21fc5dea,比较,bi jiao,9.69,9.99
d44f34b4df007b4347711e83f1bc3c76,中心,zhong xin,13.11,13.59
213443c0e19167009c14340b62b7f70f,中心,zhong xin,9.09,9.51
1bbbda9d4046bd417015eb7d5f2983ee,中心,zhong xin,8.19,8.70
e571654bacf132c84c4904716ba2dbee,组,zu,4.94,5.30
3668c0f39ba4de8a8f4ed1bdaace29cb,系统,xi tong,2.01,2.52
d00c5000bec14f9a20f778204d2c7b8e,系统,xi tong,0.44,0.76
166c977bd3a2680ade9e64ed4b471a7c,系统,xi tong,0.66,1.22
3c19cab96f5ea27cae077a473ff9d91f,系统,xi tong,0.72,1.16
0706a0f3626e8a5b5ff3921c4fe21e23,最,zui,2.80,2.96
1396cfe4d4849182b83eaaff3c4207e8,最,zui,0.86,1.08
bac4837e8eff6a0e6c23e41e5ad48ae0,最,zui,2.51,2.82
bac4837e8eff6a0e6c23e41e5ad48ae0,最,zui,5.36,5.56
bc6f64d6721525fba3aca5af6dc212a3,最,zui,8.41,8.57
6053b294af3b770c0fdb169a0c706b7e,最,zui,4.72,5.06
3cf701b5445b32d9f0d3ffc39d79e52d,最,zui,3.34,3.46
d7cf6b69cd8199bccb0a43920b037e7f,最,zui,13.54,13.72
87aa22ee28fd93d383d611d6abee03c6,最,zui,6.36,6.56
0cb85ef8d996ba7e94a24f649f57bb3b,最,zui,4.14,4.46
7f08d69e99cca3d4fcd60e051a4b74ff,最,zui,1.40,1.68
e346837732e62bfdedc8c80d41186df4,最,zui,14.54,14.72
eac0f1ed29ba7dc1fa1f6c411bde5195,正常,zheng chang,1.10,1.60
9b3934bd3eff6a7968ccf7a4e65b5d4f,正常,zheng chang,1.16,1.70
cd875aa9cae94967fca5e4cc91b8c764,设备,she bei,1.00,1.58
d60cbfc8ead4f4968845bb438cede442,设备,she bei,1.84,2.35
2b8c00f3bb743148f983870612c6dab8,生命,sheng ming,5.64,6.08
db0470ba488c0bdfd8901c32b6eb196b,中央,zhong yang,1.14,1.46
bbc35fdbd2517bc278a6763890687b84,开始,kai shi,14.31,14.61
cdb8d6ef94392aa9fe474a4cfe7cec57,开始,kai shi,3.18,3.56
06254121d487a2bf08d0204c0791ea6b,开始,kai shi,3.39,3.66
8227c87c9668f2be16a1204a40103690,机构,ji gou,5.95,6.29
704355f1f437ddc7cb17882f3e5fe597,像,xiang,3.48,3.62
4128f9e51260b4808810077c115d115e,像,xiang,4.34,4.56
abccca0f8bce9bfffa5e0fd1e01742e5,像,xiang,1.03,1.26
f23eb40da58bbd6b3b765519a077a6d4,像,xiang,3.45,3.65
67963dfef8fc85533075525e92d76852,像,xiang,0.48,0.64
a115b0a72944c10cfd04f525725fcb6b,像,xiang,0.90,1.20
0a6086a82390659fbfee2563679b077c,知道,zhi dao,0.58,0.98
26b9cc70c3d8326cb4f42dd773bae9ba,知道,zhi dao,4.26,4.84
57e238eb63a7c8789956c5c637cd3693,知道,zhi dao,1.90,2.81
57e238eb63a7c8789956c5c637cd3693,知道,zhi dao,6.38,6.72
bb40844fc1be6f57d8922d1c42a50602,知道,zhi dao,2.30,2.51
ad6930a96cd6b4d228bb2618662d3a24,知道,zhi dao,1.74,2.06
